,IND1,IND3,IND7,IND8,IND9,IND10,IND11,IND12,IND14,IND15,IND17,IND18,IND19,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND31,IND32,IND33,IND34,IND36,IND37_IND57,IND38,IND41,IND42,IND44,IND48,IND49,IND50,IND52,IND53,IND60,IND61,IND62,IND63,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND79,IND80,IND81,IND82,IND84,IND85,IND87,IND88,IND89,IND92,IND93,IND94,IND95,IND96,IND97,IND98,IND99,IND101,IND102
JHI-Hv50k-2016-115563,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,-,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-115174,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,BB,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115312,-,-,AA,AA,-,BB,-,BB,-,AA,AA,-,-,BB,BB,BB,BB,-,BB,AA,-,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,-,BB,AA,AA,BB,AA,AA,-,BB,BB,AA,AA,AA,BB,AA,-,-,BB,BB,BB,BB,AA,-,AA,BB,BB,AA
JHI-Hv50k-2016-115671,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115666,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115389,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115255,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,-,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115245,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115240,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115172,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115163,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-115147,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115110,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,-,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,-,BB,AA,AA,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-115107,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,-,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,-,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-115080,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-115064,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114965,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114953,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114951,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114948,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,-,-,-,BB,-,AA,AA,AA,AA,-,AA,-,-,AA,BB,AA,AA,BB,AA,AA,AA,BB,-,AA,AA,AA,-,AA,AA,AA,-,BB,BB,BB,AA,AA,AA,-,-,-
JHI-Hv50k-2016-114940,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114865,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114849,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114706,AA,AA,AA,-,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,-,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114619,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114549,-,-,-,-,-,BB,-,BB,-,-,-,-,-,BB,BB,BB,BB,-,BB,-,-,BB,BB,-,BB,BB,-,BB,BB,BB,-,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,-,-,BB,AA,AA,AA,BB,BB,-,-,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-114548,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,-,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114491,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,-,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,-,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114264,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114255,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114253,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114249,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-114026,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,AA,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-113836,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,-,BB,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,AA
JHI-Hv50k-2016-113929,AA,AA,AA,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,AA,BB,BB,AA,BB,BB,AA,BB,BB,BB,-,AA,BB,BB,BB,BB,-,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,-,BB,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,-
JHI-Hv50k-2016-112415,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,-,BB,BB,AA,BB,BB,BB,-,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,-,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA
JHI-Hv50k-2016-112299,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,-,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA
M_E_28,AA,AA,BB,AA,AA,BB,AA,BB,AA,AA,BB,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,AA,AA,BB,AA,BB,BB,-,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,-,AA,AA,BB,BB,BB,BB,-,AA,BB,BB,BB,BB
M_E_27,AA,AA,-,AA,AA,BB,AA,BB,BB,AA,BB,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,-,BB,AA,AA,-,AA,AA,AA,AA,BB,BB,BB,BB,-,AA,BB,BB,BB,BB
JHI-Hv50k-2016-110485,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,-,AA,-,AA,BB,AA,AA,AA,AA,-,AA,-,-,BB,BB,AA,AA,-,AA,AA,-,-,-,AA,AA,-,-,AA,AA,AA,BB,BB,BB,-,AA,AA,-,-,-,BB
JHI-Hv50k-2016-110449,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-110245,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-110636,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-111501,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-111369,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,BB,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-111319,AA,AA,BB,AA,-,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,-,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,-,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-111266,AA,AA,BB,AA,AA,BB,AA,BB,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,BB,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,BB,BB,AA,AA,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB
JHI-Hv50k-2016-108250,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,-,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB
JHI-Hv50k-2016-108204,AA,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,AA,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,-,AA,BB,BB,BB,BB,BB,BB,AA,AA,AA,BB,AA,BB,AA,AA,BB,BB,AA,AA,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,BB
JHI-Hv50k-2016-106848,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,-
JHI-Hv50k-2016-106758,BB,AA,BB,AA,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-106572,BB,AA,BB,AA,-,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,AA,AA,BB,-,AA,AA,AA,AA,BB,BB,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,-
M_E_26,BB,AA,BB,AA,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,BB,BB,AA,AA,BB,AA,BB,AA,BB,BB,BB,AA,AA,BB,AA,BB,BB,BB,AA,-,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,AA,AA,AA,AA,BB,AA,BB,BB,-,AA,AA,BB,BB,-
JHI-Hv50k-2016-106037,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,-,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,-
JHI-Hv50k-2016-106035,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,BB
JHI-Hv50k-2016-105548,BB,AA,BB,AA,-,BB,BB,AA,BB,AA,BB,AA,-,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,-,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-105262,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,AA,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,AA,BB,AA
JHI-Hv50k-2016-105079,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,-
JHI-Hv50k-2016-104565,BB,AA,BB,AA,BB,BB,BB,AA,BB,AA,BB,AA,BB,BB,BB,BB,AA,AA,AA,BB,BB,BB,BB,BB,AA,AA,BB,BB,AA,BB,AA,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,BB,BB,AA,AA,AA,BB,AA,AA,AA,AA,BB,AA,AA,AA,BB,BB,AA,BB,AA,BB,AA,BB,BB,AA,AA,AA,BB,BB,-
