mrk.1,mrk.2,R2,diff.dist,LG,delta.bp
S01_56812735,S01_56756639,NA,56096,lg.1,0.056096
S01_56756596,S01_56812735,0.293481100200325,56139,lg.1,0.056139
S01_56812735,S01_56756596,NA,56139,lg.1,0.056139
S01_393862,S01_455187,0.05017005492690904,61325,lg.1,0.061325
S01_455187,S01_393862,NA,61325,lg.1,0.061325
S01_56497079,S01_56561984,0.009398393027085148,64905,lg.1,0.064905
S01_56561984,S01_56497079,NA,64905,lg.1,0.064905
S01_51619343,S01_51685788,0.78446919335163,66445,lg.1,0.066445
S01_51685788,S01_51619343,NA,66445,lg.1,0.066445
S01_50037069,S01_50103603,0.8186292005599366,66534,lg.1,0.066534
S01_50103603,S01_50037069,NA,66534,lg.1,0.066534
S01_56603303,S01_56670080,0.2957385253394024,66777,lg.1,0.066777
S01_56670080,S01_56603303,NA,66777,lg.1,0.066777
S01_56603301,S01_56670080,0.2957385253394024,66779,lg.1,0.066779
S01_56670080,S01_56603301,NA,66779,lg.1,0.066779
S01_56603303,S01_56670116,0.2957385253394024,66813,lg.1,0.066813
S01_56670116,S01_56603303,NA,66813,lg.1,0.066813
S01_56603301,S01_56670116,0.2957385253394024,66815,lg.1,0.066815
S01_56670116,S01_56603301,NA,66815,lg.1,0.066815
S01_1433706,S01_1501284,0.48122470264103884,67578,lg.1,0.067578
S01_1501284,S01_1433706,NA,67578,lg.1,0.067578
S01_48738092,S01_48805860,0.14593962814504405,67768,lg.1,0.067768
S01_48805860,S01_48738092,NA,67768,lg.1,0.067768
S01_48738089,S01_48805860,0.14593962814504405,67771,lg.1,0.067771
S01_48805860,S01_48738089,NA,67771,lg.1,0.067771
S01_48738048,S01_48805860,0.14593962814504405,67812,lg.1,0.067812
S01_48805860,S01_48738048,NA,67812,lg.1,0.067812
S01_385095,S01_455187,0.6200788897192199,70092,lg.1,0.070092
S01_455187,S01_385095,NA,70092,lg.1,0.070092
S01_385049,S01_455187,0.07868054428868962,70138,lg.1,0.070138
S01_455187,S01_385049,NA,70138,lg.1,0.070138
S01_598334,S01_669257,0.7771056864617283,70923,lg.1,0.070923
S01_669257,S01_598334,NA,70923,lg.1,0.070923
S01_382258,S01_455187,0.08858813305942045,72929,lg.1,0.072929
S01_455187,S01_382258,NA,72929,lg.1,0.072929
S01_1701388,S01_1775088,0.970137953566803,73700,lg.1,0.0737
S01_1775088,S01_1701388,NA,73700,lg.1,0.0737
S01_49407099,S01_49482272,0.11788257158878271,75173,lg.1,0.075173
S01_49482272,S01_49407099,NA,75173,lg.1,0.075173
S01_49407099,S01_49482320,0.11788257158878271,75221,lg.1,0.075221
S01_49482320,S01_49407099,NA,75221,lg.1,0.075221
S01_49407048,S01_49482272,0.17077914030202682,75224,lg.1,0.075224
S01_49482272,S01_49407048,NA,75224,lg.1,0.075224
S01_49407048,S01_49482320,0.17077914030202682,75272,lg.1,0.075272
S01_49482320,S01_49407048,NA,75272,lg.1,0.075272
S01_393862,S01_469982,0.08461216535216937,76120,lg.1,0.07612
S01_469982,S01_393862,NA,76120,lg.1,0.07612
S01_378527,S01_455187,0.4471814008345004,76660,lg.1,0.07666
S01_455187,S01_378527,NA,76660,lg.1,0.07666
S01_49405427,S01_49482272,0.12246054060002277,76845,lg.1,0.076845
S01_49482272,S01_49405427,NA,76845,lg.1,0.076845
S01_49405427,S01_49482320,0.12246054060002277,76893,lg.1,0.076893
S01_49482320,S01_49405427,NA,76893,lg.1,0.076893
S01_50426012,S01_50503626,0.49133546453357,77614,lg.1,0.077614
S01_50503626,S01_50426012,NA,77614,lg.1,0.077614
S01_2211215,S01_2290277,0.2919554700271534,79062,lg.1,0.079062
S01_2290277,S01_2211215,NA,79062,lg.1,0.079062
S01_51685788,S01_51764985,0.8419767842009321,79197,lg.1,0.079197
S01_51764985,S01_51685788,NA,79197,lg.1,0.079197
S01_51685788,S01_51765084,0.8548456250202037,79296,lg.1,0.079296
S01_51765084,S01_51685788,NA,79296,lg.1,0.079296
S01_2211215,S01_2290523,0.00737128905819233,79308,lg.1,0.079308
S01_2290523,S01_2211215,NA,79308,lg.1,0.079308
S01_2211215,S01_2290535,0.21501617673930964,79320,lg.1,0.07932
S01_2290535,S01_2211215,NA,79320,lg.1,0.07932
S01_56521310,S01_56603301,0.40119036399190355,81991,lg.1,0.081991
S01_56603301,S01_56521310,NA,81991,lg.1,0.081991
S01_56521310,S01_56603303,0.40119036399190355,81993,lg.1,0.081993
S01_56603303,S01_56521310,NA,81993,lg.1,0.081993
S01_2207723,S01_2290277,0.19343507685316683,82554,lg.1,0.082554
S01_2290277,S01_2207723,NA,82554,lg.1,0.082554
S01_2207723,S01_2290523,0.01625754340464209,82800,lg.1,0.0828
S01_2290523,S01_2207723,NA,82800,lg.1,0.0828
S01_2207723,S01_2290535,0.1424424227416031,82812,lg.1,0.082812
S01_2290535,S01_2207723,NA,82812,lg.1,0.082812
S01_49321466,S01_49405427,0.7331715610084755,83961,lg.1,0.083961
S01_49405427,S01_49321466,NA,83961,lg.1,0.083961
S01_294507,S01_378527,0.42519355216341115,84020,lg.1,0.08402
S01_378527,S01_294507,NA,84020,lg.1,0.08402
S01_51516560,S01_51600690,0.7718645833751916,84130,lg.1,0.08413
S01_51600690,S01_51516560,NA,84130,lg.1,0.08413
S01_51516538,S01_51600690,0.8431038001731923,84152,lg.1,0.084152
S01_51600690,S01_51516538,NA,84152,lg.1,0.084152
S01_52567810,S01_52652130,0.717047014785918,84320,lg.1,0.08432
S01_52652130,S01_52567810,NA,84320,lg.1,0.08432
S01_293924,S01_378527,0.45907916610175287,84603,lg.1,0.084603
S01_378527,S01_293924,NA,84603,lg.1,0.084603
S01_293684,S01_378527,0.3470280311190166,84843,lg.1,0.084843
S01_378527,S01_293684,NA,84843,lg.1,0.084843
S01_385095,S01_469982,0.727352823211225,84887,lg.1,0.084887
S01_469982,S01_385095,NA,84887,lg.1,0.084887
S01_385049,S01_469982,0.08882363059594285,84933,lg.1,0.084933
S01_469982,S01_385049,NA,84933,lg.1,0.084933
S01_598334,S01_683307,0.9959605096190347,84973,lg.1,0.084973
S01_683307,S01_598334,NA,84973,lg.1,0.084973
S01_51600690,S01_51685788,0.6338911975778517,85098,lg.1,0.085098
S01_51685788,S01_51600690,NA,85098,lg.1,0.085098
S01_49321466,S01_49407048,0.7554761727963575,85582,lg.1,0.085582
S01_49407048,S01_49321466,NA,85582,lg.1,0.085582
S01_49321466,S01_49407099,0.739137627804429,85633,lg.1,0.085633
S01_49407099,S01_49321466,NA,85633,lg.1,0.085633
S01_56670116,S01_56756596,0.3109967836483685,86480,lg.1,0.08648
S01_56756596,S01_56670116,NA,86480,lg.1,0.08648
S01_56670080,S01_56756596,0.3109967836483685,86516,lg.1,0.086516
S01_56756596,S01_56670080,NA,86516,lg.1,0.086516
S01_56670116,S01_56756639,0.2860948009952407,86523,lg.1,0.086523
S01_56756639,S01_56670116,NA,86523,lg.1,0.086523
S01_56670080,S01_56756639,0.2860948009952407,86559,lg.1,0.086559
S01_56756639,S01_56670080,NA,86559,lg.1,0.086559
S01_382258,S01_469982,0.09999658645913566,87724,lg.1,0.087724
S01_469982,S01_382258,NA,87724,lg.1,0.087724
S01_294507,S01_382258,0.047359401913947254,87751,lg.1,0.087751
S01_382258,S01_294507,NA,87751,lg.1,0.087751
S01_293924,S01_382258,0.048113868572638704,88334,lg.1,0.088334
S01_382258,S01_293924,NA,88334,lg.1,0.088334
S01_293684,S01_382258,0.03399201889477157,88574,lg.1,0.088574
S01_382258,S01_293684,NA,88574,lg.1,0.088574
S01_56514285,S01_56603301,0.27929814674324227,89016,lg.1,0.089016
S01_56603301,S01_56514285,NA,89016,lg.1,0.089016
S01_56514285,S01_56603303,0.27929814674324227,89018,lg.1,0.089018
S01_56603303,S01_56514285,NA,89018,lg.1,0.089018
S01_294507,S01_385049,0.016385998184847345,90542,lg.1,0.090542
S01_385049,S01_294507,NA,90542,lg.1,0.090542
S01_294507,S01_385095,0.5476255939339497,90588,lg.1,0.090588
S01_385095,S01_294507,NA,90588,lg.1,0.090588
S01_293924,S01_385049,0.014007650164998003,91125,lg.1,0.091125
S01_385049,S01_293924,NA,91125,lg.1,0.091125
S01_293924,S01_385095,0.5873696278071611,91171,lg.1,0.091171
S01_385095,S01_293924,NA,91171,lg.1,0.091171
S01_293684,S01_385049,0.01994611702132352,91365,lg.1,0.091365
S01_385049,S01_293684,NA,91365,lg.1,0.091365
S01_293684,S01_385095,0.44400005809964554,91411,lg.1,0.091411
S01_385095,S01_293684,NA,91411,lg.1,0.091411
S01_378527,S01_469982,0.9306024112108653,91455,lg.1,0.091455
S01_469982,S01_378527,NA,91455,lg.1,0.091455
S01_52557156,S01_52652130,0.19404010308761466,94974,lg.1,0.094974
S01_52652130,S01_52557156,NA,94974,lg.1,0.094974
S01_50406826,S01_50503626,0.9571008414645757,96800,lg.1,0.0968
S01_50503626,S01_50406826,NA,96800,lg.1,0.0968
S01_294507,S01_393862,0.034794095080815934,99355,lg.1,0.099355
S01_393862,S01_294507,NA,99355,lg.1,0.099355
S01_293924,S01_393862,0.06302914662683655,99938,lg.1,0.099938
S01_393862,S01_293924,NA,99938,lg.1,0.099938
S01_50403605,S01_50503626,0.8988336293327176,100021,lg.1,0.100021
S01_50503626,S01_50403605,NA,100021,lg.1,0.100021
S01_293684,S01_393862,0.04760013969542515,100178,lg.1,0.100178
S01_393862,S01_293684,NA,100178,lg.1,0.100178
S01_51516560,S01_51619343,0.7363662059312579,102783,lg.1,0.102783
S01_51619343,S01_51516560,NA,102783,lg.1,0.102783
S01_51516538,S01_51619343,0.9766344407949612,102805,lg.1,0.102805
S01_51619343,S01_51516538,NA,102805,lg.1,0.102805
S01_56497079,S01_56603301,0.3221134926694555,106222,lg.1,0.106222
S01_56603301,S01_56497079,NA,106222,lg.1,0.106222
S01_56497079,S01_56603303,0.3221134926694555,106224,lg.1,0.106224
S01_56603303,S01_56497079,NA,106224,lg.1,0.106224
S01_56561984,S01_56670080,0.0500321198897871,108096,lg.1,0.108096
S01_56670080,S01_56561984,NA,108096,lg.1,0.108096
S01_56561984,S01_56670116,0.0500321198897871,108132,lg.1,0.108132
S01_56670116,S01_56561984,NA,108132,lg.1,0.108132
S01_51408405,S01_51516538,0.4201024680587398,108133,lg.1,0.108133
S01_51516538,S01_51408405,NA,108133,lg.1,0.108133
S01_51408405,S01_51516560,0.5021884474951113,108155,lg.1,0.108155
S01_51516560,S01_51408405,NA,108155,lg.1,0.108155
S01_56670116,S01_56782521,0.41677810052614694,112405,lg.1,0.112405
S01_56782521,S01_56670116,NA,112405,lg.1,0.112405
S01_56670116,S01_56782528,0.41677810052614694,112412,lg.1,0.112412
S01_56782528,S01_56670116,NA,112412,lg.1,0.112412
S01_56670116,S01_56782542,0.41677810052614694,112426,lg.1,0.112426
S01_56782542,S01_56670116,NA,112426,lg.1,0.112426
S01_56670080,S01_56782521,0.41677810052614694,112441,lg.1,0.112441
S01_56782521,S01_56670080,NA,112441,lg.1,0.112441
S01_56670080,S01_56782528,0.41677810052614694,112448,lg.1,0.112448
S01_56782528,S01_56670080,NA,112448,lg.1,0.112448
S01_56670080,S01_56782542,0.41677810052614694,112462,lg.1,0.112462
S01_56782542,S01_56670080,NA,112462,lg.1,0.112462
S01_1701388,S01_1814915,0.6845480362499085,113527,lg.1,0.113527
S01_1814915,S01_1701388,NA,113527,lg.1,0.113527
S01_51516560,S01_51630871,0.6336658671042545,114311,lg.1,0.114311
S01_51630871,S01_51516560,NA,114311,lg.1,0.114311
S01_51516538,S01_51630871,0.8404232846948505,114333,lg.1,0.114333
S01_51630871,S01_51516538,NA,114333,lg.1,0.114333
S01_56381361,S01_56497079,0.8172237699624062,115718,lg.1,0.115718
S01_56497079,S01_56381361,NA,115718,lg.1,0.115718
S01_839570,S01_955453,0.36343611368775725,115883,lg.1,0.115883
S01_955453,S01_839570,NA,115883,lg.1,0.115883
S01_839570,S01_955471,0.36343611368775725,115901,lg.1,0.115901
S01_955471,S01_839570,NA,115901,lg.1,0.115901
S01_1701388,S01_1818795,0.7271099764876697,117407,lg.1,0.117407
S01_1818795,S01_1701388,NA,117407,lg.1,0.117407
S01_1701388,S01_1818820,0.7422220698909168,117432,lg.1,0.117432
S01_1818820,S01_1701388,NA,117432,lg.1,0.117432
S01_1314461,S01_1433706,0.4329617879911012,119245,lg.1,0.119245
S01_1433706,S01_1314461,NA,119245,lg.1,0.119245
S01_51516560,S01_51640106,0.5689569092061358,123546,lg.1,0.123546
S01_51640106,S01_51516560,NA,123546,lg.1,0.123546
S01_51516538,S01_51640106,0.7545978736258964,123568,lg.1,0.123568
S01_51640106,S01_51516538,NA,123568,lg.1,0.123568
S01_49196880,S01_49321466,0.4851433305870908,124586,lg.1,0.124586
S01_49321466,S01_49196880,NA,124586,lg.1,0.124586
S01_51640106,S01_51764985,0.9158813577448081,124879,lg.1,0.124879
S01_51764985,S01_51640106,NA,124879,lg.1,0.124879
S01_51640106,S01_51765084,0.9540594761713166,124978,lg.1,0.124978
S01_51765084,S01_51640106,NA,124978,lg.1,0.124978
S01_50103603,S01_50230454,0.0931287054091971,126851,lg.1,0.126851
S01_50230454,S01_50103603,NA,126851,lg.1,0.126851
S01_827682,S01_955453,0.8816330433798779,127771,lg.1,0.127771
S01_955453,S01_827682,NA,127771,lg.1,0.127771
S01_827682,S01_955471,0.8816330433798779,127789,lg.1,0.127789
S01_955471,S01_827682,NA,127789,lg.1,0.127789
S01_469982,S01_598334,0.12064451773140747,128352,lg.1,0.128352
S01_598334,S01_469982,NA,128352,lg.1,0.128352
S01_683307,S01_811792,0.14436298965521294,128485,lg.1,0.128485
S01_811792,S01_683307,NA,128485,lg.1,0.128485
S01_51685788,S01_51814474,0.8886960250856667,128686,lg.1,0.128686
S01_51814474,S01_51685788,NA,128686,lg.1,0.128686
S01_56381361,S01_56514285,0.3570961572525915,132924,lg.1,0.132924
S01_56514285,S01_56381361,NA,132924,lg.1,0.132924
S01_38755673,S01_38888921,0.928660202616183,133248,lg.1,0.133248
S01_38888921,S01_38755673,NA,133248,lg.1,0.133248
S01_51630871,S01_51764985,0.8223030698159125,134114,lg.1,0.134114
S01_51764985,S01_51630871,NA,134114,lg.1,0.134114
S01_51630871,S01_51765084,0.856580071071703,134213,lg.1,0.134213
S01_51765084,S01_51630871,NA,134213,lg.1,0.134213
S01_156650,S01_293684,0.06384425944681313,137034,lg.1,0.137034
S01_293684,S01_156650,NA,137034,lg.1,0.137034
S01_156650,S01_293924,0.08450831813473748,137274,lg.1,0.137274
S01_293924,S01_156650,NA,137274,lg.1,0.137274
S01_156650,S01_294507,0.04446746062486225,137857,lg.1,0.137857
S01_294507,S01_156650,NA,137857,lg.1,0.137857
S01_56381361,S01_56521310,0.7892402058319707,139949,lg.1,0.139949
S01_56521310,S01_56381361,NA,139949,lg.1,0.139949
S01_153541,S01_293684,0.0557045115946449,140143,lg.1,0.140143
S01_293684,S01_153541,NA,140143,lg.1,0.140143
S01_153541,S01_293924,0.07373067063376974,140383,lg.1,0.140383
S01_293924,S01_153541,NA,140383,lg.1,0.140383
S01_153541,S01_294507,0.07602813428553243,140966,lg.1,0.140966
S01_294507,S01_153541,NA,140966,lg.1,0.140966
S01_56670116,S01_56812275,0.004074478281214317,142159,lg.1,0.142159
S01_56812275,S01_56670116,NA,142159,lg.1,0.142159
S01_56670080,S01_56812275,0.004074478281214317,142195,lg.1,0.142195
S01_56812275,S01_56670080,NA,142195,lg.1,0.142195
S01_56670116,S01_56812323,0.44606241917624095,142207,lg.1,0.142207
S01_56812323,S01_56670116,NA,142207,lg.1,0.142207
S01_56670116,S01_56812335,0.31171842426804713,142219,lg.1,0.142219
S01_56812335,S01_56670116,NA,142219,lg.1,0.142219
S01_56670080,S01_56812323,0.44606241917624095,142243,lg.1,0.142243
S01_56812323,S01_56670080,NA,142243,lg.1,0.142243
S01_56670080,S01_56812335,0.31171842426804713,142255,lg.1,0.142255
S01_56812335,S01_56670080,NA,142255,lg.1,0.142255
S01_669257,S01_811792,0.14299373747572058,142535,lg.1,0.142535
S01_811792,S01_669257,NA,142535,lg.1,0.142535
S01_56670116,S01_56812735,0.44754995883160825,142619,lg.1,0.142619
S01_56812735,S01_56670116,NA,142619,lg.1,0.142619
S01_56670080,S01_56812735,0.44754995883160825,142655,lg.1,0.142655
S01_56812735,S01_56670080,NA,142655,lg.1,0.142655
S01_50260522,S01_50403605,0.09315425055814311,143083,lg.1,0.143083
S01_50403605,S01_50260522,NA,143083,lg.1,0.143083
S01_455187,S01_598334,0.10687845604329445,143147,lg.1,0.143147
S01_598334,S01_455187,NA,143147,lg.1,0.143147
S01_811792,S01_955453,0.7929551481848315,143661,lg.1,0.143661
S01_955453,S01_811792,NA,143661,lg.1,0.143661
S01_811792,S01_955471,0.7929551481848315,143679,lg.1,0.143679
S01_955471,S01_811792,NA,143679,lg.1,0.143679
S01_683307,S01_827682,0.13894417308835227,144375,lg.1,0.144375
S01_827682,S01_683307,NA,144375,lg.1,0.144375
S01_51619343,S01_51764985,0.7075914740266969,145642,lg.1,0.145642
S01_51764985,S01_51619343,NA,145642,lg.1,0.145642
S01_51619343,S01_51765084,0.7370863470233864,145741,lg.1,0.145741
S01_51765084,S01_51619343,NA,145741,lg.1,0.145741
S01_55879240,S01_56025102,0.42543134980029457,145862,lg.1,0.145862
S01_56025102,S01_55879240,NA,145862,lg.1,0.145862
S01_50260522,S01_50406826,0.08924954565183182,146304,lg.1,0.146304
S01_50406826,S01_50260522,NA,146304,lg.1,0.146304
S01_56521310,S01_56670080,0.50462076496469,148770,lg.1,0.14877
S01_56670080,S01_56521310,NA,148770,lg.1,0.14877
S01_56521310,S01_56670116,0.50462076496469,148806,lg.1,0.148806
S01_56670116,S01_56521310,NA,148806,lg.1,0.148806
S01_56603303,S01_56756596,0.33645959630537375,153293,lg.1,0.153293
S01_56756596,S01_56603303,NA,153293,lg.1,0.153293
S01_56603301,S01_56756596,0.33645959630537375,153295,lg.1,0.153295
S01_56756596,S01_56603301,NA,153295,lg.1,0.153295
S01_56603303,S01_56756639,0.5572745256860041,153336,lg.1,0.153336
S01_56756639,S01_56603303,NA,153336,lg.1,0.153336
S01_56603301,S01_56756639,0.5572745256860041,153338,lg.1,0.153338
S01_56756639,S01_56603301,NA,153338,lg.1,0.153338
S01_56514285,S01_56670080,0.5412393062822923,155795,lg.1,0.155795
S01_56670080,S01_56514285,NA,155795,lg.1,0.155795
S01_56514285,S01_56670116,0.5412393062822923,155831,lg.1,0.155831
S01_56670116,S01_56514285,NA,155831,lg.1,0.155831
S01_683307,S01_839570,0.08637937441819929,156263,lg.1,0.156263
S01_839570,S01_683307,NA,156263,lg.1,0.156263
S01_50103603,S01_50260522,0.09267720515330295,156919,lg.1,0.156919
S01_50260522,S01_50103603,NA,156919,lg.1,0.156919
S01_669257,S01_827682,0.13950308463882594,158425,lg.1,0.158425
S01_827682,S01_669257,NA,158425,lg.1,0.158425
S01_294507,S01_455187,0.782140985768052,160680,lg.1,0.16068
S01_455187,S01_294507,NA,160680,lg.1,0.16068
S01_651047,S01_811792,0.11595659137771028,160745,lg.1,0.160745
S01_811792,S01_651047,NA,160745,lg.1,0.160745
S01_49321466,S01_49482272,0.09432942994064762,160806,lg.1,0.160806
S01_49482272,S01_49321466,NA,160806,lg.1,0.160806
S01_49321466,S01_49482320,0.09432942994064762,160854,lg.1,0.160854
S01_49482320,S01_49321466,NA,160854,lg.1,0.160854
S01_293924,S01_455187,0.7561070029260716,161263,lg.1,0.161263
S01_455187,S01_293924,NA,161263,lg.1,0.161263
S01_293684,S01_455187,0.5448176964169871,161503,lg.1,0.161503
S01_455187,S01_293684,NA,161503,lg.1,0.161503
S01_51600690,S01_51764985,0.5719526066725279,164295,lg.1,0.164295
S01_51764985,S01_51600690,NA,164295,lg.1,0.164295
S01_51600690,S01_51765084,0.5958895179006476,164394,lg.1,0.164394
S01_51765084,S01_51600690,NA,164394,lg.1,0.164394
S01_50260522,S01_50426012,0.04579038460359527,165490,lg.1,0.16549
S01_50426012,S01_50260522,NA,165490,lg.1,0.16549
S01_1314461,S01_1482512,0.3698051706954292,168051,lg.1,0.168051
S01_1482512,S01_1314461,NA,168051,lg.1,0.168051
S01_1314461,S01_1482537,0.3698051706954292,168076,lg.1,0.168076
S01_1482537,S01_1314461,NA,168076,lg.1,0.168076
S01_51516560,S01_51685788,0.5780948479012584,169228,lg.1,0.169228
S01_51685788,S01_51516560,NA,169228,lg.1,0.169228
S01_51516538,S01_51685788,0.7667177928893003,169250,lg.1,0.16925
S01_51685788,S01_51516538,NA,169250,lg.1,0.16925
S01_49867005,S01_50037069,0.1622518060275857,170064,lg.1,0.170064
S01_50037069,S01_49867005,NA,170064,lg.1,0.170064
S01_669257,S01_839570,0.0371088078672225,170313,lg.1,0.170313
S01_839570,S01_669257,NA,170313,lg.1,0.170313
S01_56497079,S01_56670080,0.5988464045096523,173001,lg.1,0.173001
S01_56670080,S01_56497079,NA,173001,lg.1,0.173001
S01_56497079,S01_56670116,0.5988464045096523,173037,lg.1,0.173037
S01_56670116,S01_56497079,NA,173037,lg.1,0.173037
S01_50230454,S01_50403605,0.08246854830958593,173151,lg.1,0.173151
S01_50403605,S01_50230454,NA,173151,lg.1,0.173151
S01_51640106,S01_51814474,0.8001471848345848,174368,lg.1,0.174368
S01_51814474,S01_51640106,NA,174368,lg.1,0.174368
S01_294507,S01_469982,0.44077329056333936,175475,lg.1,0.175475
S01_469982,S01_294507,NA,175475,lg.1,0.175475
S01_293924,S01_469982,0.4274754968032817,176058,lg.1,0.176058
S01_469982,S01_293924,NA,176058,lg.1,0.176058
S01_293684,S01_469982,0.323139490758442,176298,lg.1,0.176298
S01_469982,S01_293684,NA,176298,lg.1,0.176298
S01_50230454,S01_50406826,0.08773943665285792,176372,lg.1,0.176372
S01_50406826,S01_50230454,NA,176372,lg.1,0.176372
S01_651047,S01_827682,0.10757852772291822,176635,lg.1,0.176635
S01_827682,S01_651047,NA,176635,lg.1,0.176635
S01_56603303,S01_56782521,0.6859537431783944,179218,lg.1,0.179218
S01_56782521,S01_56603303,NA,179218,lg.1,0.179218
S01_56603301,S01_56782521,0.6859537431783944,179220,lg.1,0.17922
S01_56782521,S01_56603301,NA,179220,lg.1,0.17922
S01_56603303,S01_56782528,0.6859537431783944,179225,lg.1,0.179225
S01_56782528,S01_56603303,NA,179225,lg.1,0.179225
S01_56603301,S01_56782528,0.6859537431783944,179227,lg.1,0.179227
S01_56782528,S01_56603301,NA,179227,lg.1,0.179227
S01_56603303,S01_56782542,0.6859537431783944,179239,lg.1,0.179239
S01_56782542,S01_56603303,NA,179239,lg.1,0.179239
S01_56603301,S01_56782542,0.6859537431783944,179241,lg.1,0.179241
S01_56782542,S01_56603301,NA,179241,lg.1,0.179241
S01_56381361,S01_56561984,0.0076960527590806405,180623,lg.1,0.180623
S01_56561984,S01_56381361,NA,180623,lg.1,0.180623
S01_469982,S01_651047,0.08787623550622169,181065,lg.1,0.181065
S01_651047,S01_469982,NA,181065,lg.1,0.181065
S01_51630871,S01_51814474,0.8238643651721974,183603,lg.1,0.183603
S01_51814474,S01_51630871,NA,183603,lg.1,0.183603
S01_55692513,S01_55879240,0.002935862832767054,186727,lg.1,0.186727
S01_55879240,S01_55692513,NA,186727,lg.1,0.186727
S01_1314461,S01_1501284,0.8450743135463127,186823,lg.1,0.186823
S01_1501284,S01_1314461,NA,186823,lg.1,0.186823
S01_651047,S01_839570,0.11068941725293426,188523,lg.1,0.188523
S01_839570,S01_651047,NA,188523,lg.1,0.188523
S01_51408405,S01_51600690,0.46753185058905866,192285,lg.1,0.192285
S01_51600690,S01_51408405,NA,192285,lg.1,0.192285
S01_50037069,S01_50230454,0.11845489363394061,193385,lg.1,0.193385
S01_50230454,S01_50037069,NA,193385,lg.1,0.193385
S01_56561984,S01_56756596,0.6282232838483424,194612,lg.1,0.194612
S01_56756596,S01_56561984,NA,194612,lg.1,0.194612
S01_56561984,S01_56756639,0.033420047426372904,194655,lg.1,0.194655
S01_56756639,S01_56561984,NA,194655,lg.1,0.194655
S01_51619343,S01_51814474,0.7418432966838833,195131,lg.1,0.195131
S01_51814474,S01_51619343,NA,195131,lg.1,0.195131
S01_50230454,S01_50426012,0.024818391409179574,195558,lg.1,0.195558
S01_50426012,S01_50230454,NA,195558,lg.1,0.195558
S01_455187,S01_651047,0.13654470081824185,195860,lg.1,0.19586
S01_651047,S01_455187,NA,195860,lg.1,0.19586
S01_469982,S01_669257,0.008027459279906165,199275,lg.1,0.199275
S01_669257,S01_469982,NA,199275,lg.1,0.199275
S01_1501284,S01_1701388,0.7610059343613892,200104,lg.1,0.200104
S01_1701388,S01_1501284,NA,200104,lg.1,0.200104
S01_393862,S01_598334,0.603058626520166,204472,lg.1,0.204472
S01_598334,S01_393862,NA,204472,lg.1,0.204472
S01_3821144,S01_4028168,0.30683500485001297,207024,lg.1,0.207024
S01_4028168,S01_3821144,NA,207024,lg.1,0.207024
S01_3821144,S01_4028291,0.23811662258033742,207147,lg.1,0.207147
S01_4028291,S01_3821144,NA,207147,lg.1,0.207147
S01_45185110,S01_45393119,0.10818564559718065,208009,lg.1,0.208009
S01_45393119,S01_45185110,NA,208009,lg.1,0.208009
S01_45185085,S01_45393119,0.10818564559718065,208034,lg.1,0.208034
S01_45393119,S01_45185085,NA,208034,lg.1,0.208034
S01_45185084,S01_45393119,0.10818564559718065,208035,lg.1,0.208035
S01_45393119,S01_45185084,NA,208035,lg.1,0.208035
S01_45185076,S01_45393119,0.10818564559718065,208043,lg.1,0.208043
S01_45393119,S01_45185076,NA,208043,lg.1,0.208043
S01_49196880,S01_49405427,0.43982101326184203,208547,lg.1,0.208547
S01_49405427,S01_49196880,NA,208547,lg.1,0.208547
S01_56603303,S01_56812275,1.0365725538083181e-4,208972,lg.1,0.208972
