,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,IND11,IND12,IND13,IND14,IND15,IND16,IND17,IND18,IND19,IND20,IND21,IND22,IND23,IND24,IND25,IND26,IND27,IND28,IND29,IND30,IND31,IND32,IND33,IND34,IND35,IND36,IND37,IND38,IND39,IND40,IND41,IND42,IND43,IND44,IND45,IND46,IND47,IND48,IND49,IND50,IND51,IND52,IND53,IND54,IND55,IND56,IND57,IND58,IND59,IND60,IND61,IND62,IND63,IND64,IND65,IND66,IND67,IND68,IND69,IND70,IND71,IND72,IND73,IND74,IND75,IND76,IND77,IND78,IND79,IND80,IND81,IND82,IND83,IND84,IND85,IND86,IND87
JHI_Hv50k_2016_38165,A,B,-,B,A,B,A,-,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,-,B,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_38167,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,-,A,B,A,B,B,A,B,B,A,B,-,A,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38196,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,-,A,-,B,A,B,B,A,-,-,-,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_38230,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,-,B,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38306,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,-,B,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_38307,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,A,B,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38350,A,-,-,B,A,-,A,A,B,A,B,-,A,A,-,-,-,A,B,-,A,A,-,B,-,B,A,B,A,B,-,A,-,A,A,A,B,-,A,A,-,A,B,A,-,B,A,B,-,A,-,A,-,A,B,A,B,-,A,-,A,A,B,B,A,-,-,B,-,A,A,-,A,B,B,-,A,A,-,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38514,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38897,A,-,-,B,A,-,A,-,-,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,-,A,-,A,-,-,B,-,A,A,B,A,B,-,B,B,A,B,B,A,B,-,B,A,B,A,-,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,-,-
JHI_Hv50k_2016_38903,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,A,B,A,B,B,A,B,-,A,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_38905,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,-,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38928,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,-,A,B,A,B,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_38935,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,A,B,A,B,A,-,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_39082,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,-,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,-,-,B,A,B,B,A,B,-,-,A,B,A,-,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_39410,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,B,B,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_39438,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,B,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,B,B,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_39666,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,B,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,A,B,A,-,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_39669,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,A,B,A,-,B,A,B,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_39689,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,B,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,-,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_39949,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,-,A,B,A,B,B,A,B,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,A,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_40035,-,B,-,B,-,B,-,-,B,-,-,-,-,-,B,B,-,-,B,B,-,-,B,B,-,B,-,B,-,B,B,-,-,-,-,A,B,-,A,A,B,-,B,-,B,B,A,B,B,A,B,-,-,A,B,A,-,B,A,B,-,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,A,-,B,B,B,A,B,B,A,-,-
JHI_Hv50k_2016_40820,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,-,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_40920,A,B,-,B,A,B,A,A,B,A,-,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,-,-,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,-,A,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_41402,A,B,-,B,A,B,A,A,B,A,A,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,-,-,B,-,A,A,-,A,B,-,-,-,A,-,-,A,-,-,-,-,-,A,A,B,A,A,-,A,-,-,A,B,-,-,-,A,A,-,A,-,-,-,-,A,-,-,-,A,-,B,A,-,-
JHI_Hv50k_2016_41455,A,B,-,B,A,B,A,A,B,A,B,-,A,A,B,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,B,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,B,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_41684,A,B,-,B,A,-,A,A,-,A,B,-,A,A,-,B,A,A,-,B,A,A,-,B,-,B,A,-,A,B,-,A,-,A,A,B,B,-,A,A,B,A,B,-,B,B,A,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,A,B,B,B,B,A,A,-,A,B,B,-,B,A,B,B,B,A,B,B,A,-,-
JHI_Hv50k_2016_42086,A,B,-,B,A,B,A,A,B,A,B,-,A,A,A,B,A,A,B,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,B,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,-,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,B,B,-,B,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_42419,A,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_42425,A,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,B,A,-,B,A,B,B,A,B,B,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,A,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_42564,A,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,-,-,-,B,A,B,B,A,B,-,-,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,-,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_42633,A,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_42730,B,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,-,B,-,A,A,B,A,B,-,-,B,A,B,B,A,B,-,-,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,-,-
JHI_Hv50k_2016_42947,B,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,A,A,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,-,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,A,A
JHI_Hv50k_2016_43075,B,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,-,-,B,-,A,A,B,A,B,-,-,B,-,B,B,A,B,-,-,B,B,A,A,B,A,A,-,A,B,B,B,B,-,B,-,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,-,-
JHI_Hv50k_2016_43206,B,B,-,B,A,B,A,A,B,A,-,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,B,-,B,-,A,A,B,A,B,-,B,B,A,B,B,A,B,-,B,B,B,A,A,B,A,A,A,A,B,B,A,B,-,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,B,A,A,-
JHI_Hv50k_2016_44962,B,B,-,B,A,B,B,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,B,B,B,-,A,A,B,A,B,A,B,B,A,B,B,A,B,B,A,B,B,A,A,B,B,A,B,A,B,B,B,B,B,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_45000,B,B,-,B,A,B,B,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,A,B,B,A,-,A,B,A,B,-,A,A,B,A,B,A,-,B,-,B,B,A,B,B,A,B,B,A,A,A,B,A,B,A,B,B,B,B,B,B,B,A,A,-,A,A,B,-,B,B,B,B,B,A,B,A,B,A,B
JHI_Hv50k_2016_47291,A,A,-,A,B,A,A,B,A,B,A,-,B,B,B,A,B,B,B,B,B,B,A,A,-,A,B,A,A,A,A,B,-,B,A,-,A,-,B,-,A,B,A,B,-,A,B,A,B,B,A,B,B,A,B,B,B,B,A,B,A,B,A,A,B,B,A,A,A,A,A,-,A,B,B,-,A,B,A,B,B,B,A,B,A,B,-
JHI_Hv50k_2016_47319,A,A,-,A,B,A,A,B,A,B,A,-,B,B,B,A,B,B,B,B,B,B,A,A,-,A,B,A,A,A,A,B,-,B,A,B,A,-,B,B,A,B,A,B,A,A,B,A,B,B,A,B,B,A,-,B,B,B,A,B,A,B,A,A,B,B,A,A,A,A,A,-,A,B,B,-,A,B,A,B,B,B,A,-,A,B,B
JHI_Hv50k_2016_47338,-,-,-,-,A,-,-,A,-,A,-,-,A,A,A,-,-,A,A,A,A,A,-,-,-,-,A,-,-,-,-,A,-,A,-,-,-,-,-,A,-,A,-,A,-,-,-,-,A,A,-,A,A,-,-,-,-,A,-,A,-,A,-,-,-,-,-,-,-,-,-,-,-,A,A,-,-,A,-,A,A,-,-,-,-,A,A
JHI_Hv50k_2016_47604,A,A,-,A,B,A,A,B,A,B,A,-,B,B,B,A,B,B,B,A,B,B,A,A,-,A,B,A,A,A,A,B,-,B,A,-,A,-,B,B,A,B,A,B,B,A,B,A,B,B,A,B,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,-,A,A,B,-,B,B,A,B,B,B,A,B,A,B,A
JHI_Hv50k_2016_48279,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,B,B,B,B,B,B,A,-,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,A,A,-,B,B,B,-,B,B,A,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_48499,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,-,B,A,-,B,B,B,B,B,B,B,B,-,B,B,B,A,-,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,A,A,-,B,B,B,-,B,B,A,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_48500,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,A,-,A,-,B,B,B,B,B,B,-,B,-,B,B,B,A,-,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,A,A,-,B,B,B,-,B,B,A,B,B,B,B,B,A,B,-
JHI_Hv50k_2016_48564,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,-,B,B,B,A,A,-,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,-,A,B,-,B,B,B,-,B,B,A,B,B,B,B,B,A,-,-
JHI_Hv50k_2016_48693,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,A,B,A,-,B,B,B,B,B,B,-,B,B,B,B,B,A,-,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,A,B,-,B,B,B,-,B,B,A,B,B,B,B,B,A,B,B
JHI_Hv50k_2016_48870,A,A,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,B,A,-,A,-,B,B,B,B,B,-,-,B,B,B,B,B,A,-,-,A,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,A,B,-,B,B,B,-,B,B,A,A,B,B,B,B,A,-,-
JHI_Hv50k_2016_49647,A,B,-,A,B,B,A,B,B,B,B,-,B,B,B,B,B,B,B,B,B,B,B,B,-,B,B,A,A,A,B,B,-,A,A,B,A,-,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,B,A,B,A,B,-,B,B,B,-,B,B,B,A,B,B,B,B,A,B,B
JHI_Hv50k_2016_49930,A,A,-,A,A,B,A,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,A,A,A,B,B,-,A,A,-,A,-,A,A,B,A,B,A,-,B,A,B,A,B,A,-,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,-,A,B,A,-,A,A,A,A,A,A,B,B,A,A,A
JHI_Hv50k_2016_50111,A,A,-,A,A,B,A,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,A,A,A,B,B,-,A,A,A,A,-,A,A,B,A,B,A,A,B,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,-,A,B,A,-,A,A,A,A,A,A,B,B,A,A,A
JHI_Hv50k_2016_50280,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,B,-,B,-,A,A,B,A,B,A,-,B,A,A,A,B,B,-,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,A,B,A,A,B,B,B,A,-
JHI_Hv50k_2016_50304,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,B,B,B,-,A,A,B,A,B,A,-,B,A,A,A,B,B,-,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,-,A,-,A,A,A,B,A,A,B,B,B,A,-
JHI_Hv50k_2016_50954,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,B,B,B,-,A,A,B,A,B,A,A,B,-,A,A,B,B,-,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,-,A,-,A,A,A,B,A,A,B,B,B,A,-
JHI_Hv50k_2016_51019,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,-,-,B,-,A,A,B,A,B,-,-,B,-,A,A,B,B,-,-,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,-,B,A,-,A,-,A,-,A,A,A,B,A,A,B,B,B,-,-
JHI_Hv50k_2016_51025,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,B,-,B,-,A,A,B,A,B,A,-,B,A,A,A,B,B,-,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,A,B,A,A,B,B,B,A,-
JHI_Hv50k_2016_51027,B,B,-,B,A,B,B,B,B,A,B,-,A,A,A,B,A,A,A,B,A,B,B,B,-,B,A,B,B,B,B,B,-,B,B,B,B,-,A,A,B,A,B,A,A,B,-,A,A,B,B,B,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,-,B,A,-,A,-,A,-,A,A,A,B,A,A,B,B,B,A,A
JHI_Hv50k_2016_51452,B,B,-,B,A,B,B,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,-,B,A,B,B,B,B,A,-,A,B,-,B,-,A,A,B,A,B,A,-,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,B,A,B,B,A,A,B,B,-,B,B,-,B,A,B,-,B,A,B,A,A,A,B,A,B,B,-
JHI_Hv50k_2016_51945,B,B,-,B,A,B,B,A,B,A,B,-,A,A,A,A,A,A,A,B,A,B,B,B,-,B,-,B,B,B,B,B,-,B,B,-,B,-,A,A,B,A,B,-,-,B,-,A,A,B,B,-,-,B,A,A,B,A,B,B,-,B,B,A,A,A,A,B,A,B,A,-,A,-,A,-,A,A,A,B,A,A,A,B,B,-,-
JHI_Hv50k_2016_51979,B,B,-,B,A,B,B,A,B,A,B,-,A,A,A,A,A,A,A,B,A,B,B,B,-,B,B,B,B,B,B,B,-,B,B,B,B,-,A,A,B,A,B,A,A,B,B,A,A,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,A,A,A,B,A,B,A,-,A,B,A,-,A,A,A,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_52253,B,B,-,B,B,B,B,A,B,A,B,-,A,A,B,A,A,A,A,B,A,B,B,B,-,B,-,B,B,B,B,B,-,B,B,-,B,-,A,A,B,A,B,A,A,B,-,A,A,B,B,A,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,-,A,-,A,A,A,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_52321,B,B,-,B,B,B,B,A,B,A,B,-,A,A,B,A,A,A,A,B,A,B,B,B,-,B,-,B,B,B,B,B,-,B,B,-,B,-,A,A,B,A,B,A,A,B,-,A,A,B,B,-,A,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,-,B,A,-,A,-,A,-,A,A,A,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_53255,B,B,-,B,B,B,B,A,A,A,B,-,A,A,B,A,A,A,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,B,B,B,-,A,A,B,A,A,A,-,B,-,A,A,B,B,B,-,B,A,A,B,A,B,B,B,A,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,B,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_53290,B,B,-,B,B,B,B,A,A,A,B,-,A,A,B,A,A,A,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,-,A,B,-,-,A,B,A,A,A,A,B,-,A,A,B,B,-,A,B,A,A,B,A,B,B,-,A,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,B,B,A,A,A,B,B,A,A
JHI_Hv50k_2016_53916,B,B,-,B,B,B,B,B,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,-,-,B,-,A,A,A,A,A,A,-,B,-,A,A,B,B,-,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,A,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_53930,B,B,-,B,B,B,B,B,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,A,B,B,B,B,B,-,A,-,-,B,-,A,A,A,A,A,-,-,B,-,A,A,B,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,B,A,B,A,-,A,A,A,-,A,A,A,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_54979,A,B,-,B,B,B,B,B,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,B,-,B,-,A,A,A,A,A,-,-,B,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_55006,A,B,-,B,B,B,B,B,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,B,-,B,-,A,A,A,A,A,-,-,B,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,B,A,A,A,B,B,A,B
JHI_Hv50k_2016_55106,A,B,-,B,B,B,B,B,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,A,B,-,B,-,A,A,A,A,A,A,A,B,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,B,A,A,A,B,B,A,B
JHI_Hv50k_2016_55169,A,B,-,B,B,B,B,A,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,A,B,B,B,B,B,-,A,B,-,B,-,A,A,A,A,A,-,-,B,B,A,A,B,B,B,-,B,A,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,B,A,A,A,B,B,A,-
JHI_Hv50k_2016_55187,A,B,-,B,B,B,B,A,A,A,B,-,A,A,B,A,A,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,B,-,B,-,A,A,A,A,A,-,-,B,B,A,B,B,B,-,A,B,A,B,A,B,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,-,A,A,A,B,B,A,B
JHI_Hv50k_2016_55371,A,B,-,B,B,B,B,A,A,A,B,-,A,A,B,A,-,B,B,B,A,B,B,A,-,B,-,B,B,B,B,B,-,-,B,-,B,-,A,A,A,A,A,A,-,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,B,B,B,A,B,A,A,B,A,B,A,-,A,B,A,-,A,A,A,-,A,A,A,B,B,-,B
